"id","x","y"
"230",232,289
"230",238,291
"230",242,288
"230",249,280
"230",254,281
"230",261,286
"230",268,294
"230",271,297
"230",276,301
"230",273,303
"230",269,301
"230",261,296
"230",260,300
"230",261,313
"230",264,335
"230",262,335
"230",259,325
"230",256,314
"230",256,322
"230",257,326
"230",259,333
"230",260,338
"230",258,338
"230",257,336
"230",254,338
"230",247,327
"230",244,318
"230",245,326
"230",247,332
"230",247,335
"230",243,330
"230",240,320
"230",238,312
"230",235,311
"230",232,300
"230",232,289
"231",108,400
"231",108,412
"231",106,421
"231",104,431
"231",110,436
"231",114,437
"231",128,437
"231",135,435
"231",136,428
"231",138,419
"231",140,411
"231",140,404
"231",134,399
"231",126,397
"231",114,396
"231",108,400
"232",153,403
"232",153,412
"232",155,422
"232",158,429
"232",158,434
"232",165,437
"232",178,437
"232",184,435
"232",189,431
"232",188,423
"232",186,413
"232",185,400
"232",180,397
"232",167,397
"232",161,398
"232",156,401
"232",153,403
"233",104,433
"233",102,447
"233",102,461
"233",104,470
"233",113,505
"233",119,502
"233",121,501
"233",132,501
"233",135,502
"233",137,476
"233",137,456
"233",135,436
"233",130,437
"233",116,437
"233",109,435
"233",104,433
"234",158,435
"234",156,456
"234",155,476
"234",157,493
"234",158,502
"234",164,501
"234",169,501
"234",174,502
"234",181,505
"234",191,464
"234",192,443
"234",191,436
"234",189,432
"234",184,435
"234",180,438
"234",171,437
"234",163,436
"234",158,435
"235",113,506
"235",118,526
"235",132,526
"235",136,524
"235",135,504
"235",131,502
"235",121,502
"235",113,506
"236",158,503
"236",158,520
"236",157,524
"236",162,526
"236",174,526
"236",180,506
"236",174,502
"236",169,501
"236",164,500
"236",158,503
"237",109,559
"237",110,556
"237",115,551
"237",119,543
"237",117,539
"237",119,533
"237",118,527
"237",127,527
"237",132,527
"237",135,526
"237",138,532
"237",138,538
"237",137,543
"237",136,553
"237",137,557
"237",139,563
"237",137,564
"237",130,564
"237",126,562
"237",116,563
"237",113,561
"237",109,559
"238",157,525
"238",155,532
"238",155,537
"238",157,543
"238",157,554
"238",155,558
"238",155,563
"238",161,564
"238",165,562
"238",177,563
"238",178,562
"238",180,561
"238",184,561
"238",184,558
"238",178,551
"238",175,544
"238",176,541
"238",176,538
"238",174,533
"238",175,526
"238",162,526
"238",157,525
